2023-03-16 12:31:13.159 [main] INFO  c.s.excel_work.ExcelWorkApplication - Starting ExcelWorkApplication using Java 17.0.1 with PID 1552 (D:\B2B\excel_work\target\classes started by himavanthp in D:\B2B\excel_work)
2023-03-16 12:31:13.163 [main] INFO  c.s.excel_work.ExcelWorkApplication - No active profile set, falling back to 1 default profile: "default"
2023-03-16 12:31:14.251 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-03-16 12:31:14.351 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 80 ms. Found 2 JPA repository interfaces.
2023-03-16 12:31:15.325 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9090 (http)
2023-03-16 12:31:15.337 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-03-16 12:31:15.338 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.5]
2023-03-16 12:31:15.502 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-03-16 12:31:15.503 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2270 ms
2023-03-16 12:31:15.721 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-03-16 12:31:15.780 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-03-16 12:31:16.180 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-03-16 12:31:16.440 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3869a6e5
2023-03-16 12:31:16.443 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-03-16 12:31:16.511 [main] INFO  SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-03-16 12:31:17.567 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-03-16 12:31:17.578 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-03-16 12:31:17.992 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-03-16 12:31:19.431 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2023-03-16 12:31:19.442 [main] INFO  c.s.excel_work.ExcelWorkApplication - Started ExcelWorkApplication in 7.014 seconds (process running for 7.649)
2023-03-16 12:31:31.747 [http-nio-9090-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-16 12:31:31.747 [http-nio-9090-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-16 12:31:31.749 [http-nio-9090-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-03-16 12:31:32.505 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.508 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.508 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.509 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.510 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.510 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.510 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.510 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.510 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.511 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.513 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.514 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.514 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.514 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.514 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.514 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.515 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.515 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.515 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.515 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.515 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.516 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.516 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
2023-03-16 12:31:32.516 [http-nio-9090-exec-2] INFO  c.s.e.s.s.FileServiceImpl - Blank cell
